fold,slide_id,true_class,label,prediction_low,prediction_high,low_logit_0,low_logit_1,high_logit_0,high_logit_1,high_margin,low_margin,margin_delta,log_margin_ratio,case_type
0,2463367-B2,1,1,0,1,-207.26077270507807,-210.63943481445312,27.10456275939941,30.216716766357425,3.112154006958015,3.378662109375057,0.2665081024170419,0.082164712064448,harmful
0,2464438-B5,0,0,1,0,-212.1452178955078,-211.3927154541016,-2.240636348724365,-2.501330852508545,0.26069450378418013,0.7525024414062216,0.49180793762204145,1.0600549777550752,harmful
0,2464929-B,0,0,1,0,264.05694580078125,273.8210144042969,-3.746359348297119,-4.791419982910156,1.045060634613037,9.764068603515625,8.719007968902588,2.234634262843907,harmful
0,2466899-B2,0,0,0,1,-47.97506332397461,-49.82899475097656,35.76442337036133,36.8754768371582,1.111053466796875,1.8539314270019531,0.7428779602050781,0.5119998419093267,rescue
0,2474124-B2,0,0,1,0,45.28547286987305,47.892677307128906,24.019365310668945,22.57218170166016,1.4471836090087855,2.6072044372558594,1.1600208282470739,0.5886592183571334,harmful
0,2476681-B2,0,0,0,1,77.60487365722656,76.44330596923828,9.272653579711914,11.730605125427246,2.457951545715332,1.1615676879882812,-1.2963838577270508,-0.7495577456314851,rescue
0,2483014-B4,0,0,1,0,116.71493530273438,117.90491485595705,-43.166969299316406,-48.31704711914063,5.150077819824226,1.1899795532226705,-3.9600982666015554,-1.4650756939351737,harmful
0,2483220-B1,0,0,1,0,142.17088317871094,144.2586212158203,6.93423318862915,4.527569770812988,2.406663417816162,2.087738037109375,-0.3189253807067871,-0.14216011266811915,harmful
0,2483973-B1,0,0,1,0,224.27394104003903,228.0042266845703,-3.3066976070404053,-5.840002059936523,2.533304452896118,3.7302856445312784,1.1969811916351603,0.3869602513736324,harmful
0,2485164-B2,1,1,0,1,-108.42413330078124,-108.72523498535156,16.849924087524414,19.362180709838867,2.512256622314453,0.3011016845703267,-2.2111549377441264,-2.121488621511558,harmful
